stock,momentum,quality,growth,vol,value,ln_mktcap,0.0,1.0,2.0,3.0,4.0,5.0,6.0,7.0,8.0,9.0
S086,-0.0009547331995221977,0.0013822151183691485,0.002049061979541411,-0.001890404299602892,-0.0013867005905281397,-0.003111030901890896,-0.0007074385682611855,-0.0007272763577093834,0.0007116153372749212,-0.0006446045149985062,0.003092121333200736,0.00027162414997629206,7.764337539281705e-05,-0.0008699316162996041,0.111805527668075,-0.0018238640269600194
S087,-0.00019169717524401928,-0.0014332284558014835,1.6018277129866494e-05,0.0018391798956756697,0.0016974610794165865,0.0020984204758224836,0.00044370620747064975,0.00017411218970207526,0.009107732198330646,0.00010708047582322919,-0.002020210029692144,-0.0006613292898032015,0.0002320500120120986,0.00083958706557816,-0.0005187646661334014,0.0017061994054406089
S088,7.283969764977421e-05,0.00027756372670659706,-0.0010560795786803822,-0.0038422230080117437,-6.445238610244917e-05,-0.0034992233000319035,-0.001074012163762019,-0.0004689679156592196,-0.0015947693224819882,-0.00020561884730651978,0.004339828145795099,0.0026875420312732563,0.013804805128423296,-0.0013736017929593253,-0.0005845987673555379,-0.003839680460094152
S089,0.002810392852537123,-0.0009052443885098229,-0.001273826954682541,-0.0026289556637578435,-0.0005148129206625628,0.00045710953957724555,-0.00033354028763855545,0.0017222412347388276,-0.002107932068007843,0.0015964876614199862,-0.0006292052594726507,0.011828861962644066,-0.0009121429294106405,-6.995379801911377e-05,-0.002894597957880243,-0.0017505639079234375
S091,6.38533035322679e-06,0.005682806247629625,0.00861660878667083,-9.682560005362705e-05,-0.002591763891620692,-0.0018649008274507172,-0.0008689797460471496,-0.0017280509633409561,0.0036413448309348005,0.0001103768710664189,-0.0016121353429704695,0.007402562490247392,4.4614904543525155e-05,-0.0011477777648359418,0.002872850296499381,0.001493899247877562
S092,-0.0010289851506492015,-0.00019629881786581153,0.00023732701600151187,-9.95212859948891e-05,-0.0006149042945190527,-0.0009783220760849938,-4.5745316592737625e-07,0.025548601770521675,0.0004598560541403561,-0.000589204097502573,0.0015516733607798744,-0.00029768476685091295,-0.00010100026786244009,7.050135526470846e-06,0.00022573666011216484,-0.00044758315985865435
S093,0.0009613177922520793,0.0021524897285327164,0.0004936327102082674,-0.00043644143762418155,-0.0024521488197520548,-0.0006359730600701892,1.2775538879534283e-05,0.00014288818590915458,0.010073082393828798,0.0003244414737604257,-0.0004998847059206538,-0.0005387509525651539,-0.0007164762046083577,-0.0003585425015336272,0.0010623269707032913,-4.3470730268209716e-05
S094,0.007426039152042152,-0.00023941332984063685,-0.0008938203635835177,0.00013237278962657762,0.00017011149810490498,-0.00038913487862512553,0.000668353462181185,0.0003951467272736276,-0.0004065631980205327,0.0026706204241427407,-0.008097564165635236,0.009808985585881032,-0.0014183049836847582,0.002995245143639266,0.001115321866352149,0.0007315158359043077
S095,-6.731464821649216e-06,-0.00039122434446198576,0.000588780770350061,-0.0017970078045196761,-0.0008305573297942513,-0.0013100942230072558,-0.0004070249345827724,0.0005160528824587223,0.008740884480624322,5.907349560288857e-05,0.0018752042430414872,0.0007696384657768743,-0.00038993420415306385,-0.0002741122242283451,-0.0012216375679497949,-0.0016050268805425298
S096,-0.0023062084131129177,-0.0014898176151148545,3.084110634693797e-05,0.0028048183700313764,0.001519507503606351,0.0010327881425030198,0.00062403893563078,-0.0005985283088070431,0.0009712938251179189,-0.001135165659567331,-0.00013396465399978757,0.008248240463374456,0.0005692941321499989,0.0008783735429016934,0.000851409790240497,0.0018549959226669326
S097,-0.0012275425724827295,-0.0004183009621284115,-0.00047146312950764125,0.00435355268407568,0.0013389524618262272,-0.0006012595710659368,0.0011338485162088999,-0.0019989088913669488,0.0023994558812134763,-0.0014478090131330311,-0.002116600987306487,0.006998380936284316,0.0006273348291709497,0.0019918089757917506,0.0043063235902319795,0.0027168378584722123
S098,0.0014840346976973705,-0.0018240315197204722,-0.0003582155405954862,-0.0010812058119671548,0.001050767241518182,-2.691182178903937e-05,-0.00013090136177149855,0.0006962699597074721,-0.0013037429582295702,0.0007477927635346085,-0.0006558857750352414,0.0010984149793502747,-0.00025553981898888414,0.022912777767368598,-0.0017962319497295156,-0.0008765278702532635
S099,-0.00040222061411102376,0.0036929942493834026,-0.0010505918101732638,0.0012842851866454255,-0.00015068290610978992,-0.0011396187686874243,3.765041163501803e-05,-0.002368301275084746,0.0013525875894818842,-0.0007878047065141059,0.02049700336821134,-0.0006815280626641554,0.0011566444588146257,-0.0010387654492756725,0.004612992556996517,0.0008451103433094215
S100,0.00030256586819985595,-0.0008952080672828244,-9.036220860550056e-05,-0.0008490800544287914,0.0010912796596583615,-0.0012845249438384217,-0.0002641565663437445,-0.0003786616890996426,-0.0006115284837374014,-4.926955118242518e-05,0.0006769135429632329,0.000810290610057582,0.0003198866718420514,0.022477595085193026,-0.00021684961158438938,-0.0010346298105260619
S101,-0.0032425292003015567,0.0004356986163469474,0.00914673287145865,0.003853739416434146,0.002482619671383034,-0.002496182791199602,-4.495491645998233e-05,-0.00340213581198384,0.004514637837759903,0.006897159153236772,-0.0014682372073710026,-0.004158267320023679,0.0014279158575344726,0.00177340016345373,0.0038579102989158834,0.003269320012071404
S102,-0.0013795104330822673,-0.0006961499466981767,-0.00032587379784836703,-0.000165078916456651,0.0011206572907114724,-0.0018403970101559964,-0.00018658982376162887,-0.0010352645031735037,6.152910511279083e-06,-0.0009735724302886557,0.002181562295272881,0.0003204688698538197,0.014077166098333715,1.9517559383182444e-06,0.0008336836764312104,-0.0009092434175741735
S104,0.0030100970658468963,1.4303370702381947e-06,-0.00014962554690797617,-0.00042350893047614574,0.00022425437538692427,-0.0002302147658415142,7.859920306995598e-05,0.00015944234119961867,-0.000429443655827141,0.0011628041976167293,-0.002945560501064675,0.01017088918647626,-0.0004564617059460721,0.0009271402273338535,0.0001230537389824717,-2.0644549250692455e-05
S105,-0.0002882519733739612,-0.00028010929352273255,0.0003384274017019232,0.0011857591942470813,0.0007269010541141782,0.002673539295414374,0.0002116361059758209,0.0005437047363130845,0.009016474370951698,0.00034555702431612206,-0.0015719211399639523,-0.00041857102474711426,0.00010198385339921408,-8.396658361435735e-05,-0.0009882465347481118,0.0015599847405456258
S106,-0.0014994886710824379,-0.00045628661428761543,0.00044527892903261,0.00495311086401903,-0.0005307585889071807,0.004898907277215951,0.001432858476011942,0.0009416569498470487,0.0019806512288904274,0.008614789535894934,-0.003816923638307142,-0.003430854787750049,-0.0006205505034659658,0.0011863225837180358,0.0003605540418316021,0.00471707739788951
S107,0.0032514135586105683,-0.002355774239693802,0.0003731974355626912,-0.0010660130125726094,-0.0025069453695880394,-0.0011203795659440324,0.0005405712777908971,0.0022134592225416657,4.030171411149213e-05,0.001255142727302828,-0.0019859710525069046,-0.0004406735159719808,-0.002466036454389256,0.0024710351649279458,0.10913137128962332,-0.000904743420708798
S108,0.000616537631960311,-0.0011759876479684299,-0.0005681967712766078,-0.002557870042512531,0.0015264778284681973,-0.002923529147666604,-0.0007377914648691431,-0.000636392247064088,-0.001488074610804356,-5.2948174679359554e-05,0.0022878359416441656,0.011927764045136308,0.0005831326115641359,-9.813287527620461e-05,-0.0005811900142345061,-0.002776812598254362
S109,0.000744269942385555,-0.0001518802065148692,-0.00012440909190143955,-0.002729615764727313,-0.00042133064696888697,-0.0017750298187153824,0.01382509077777858,0.000344349100196337,-0.0011593212131165405,0.0003454585366396521,0.0020382263856947597,0.0017074274524265846,-0.00016351832715334307,-0.0006122955240924527,-0.0012881179348776316,-0.002395569359791853
S110,0.0002811990973804105,-0.0015794720275468252,0.009597783474974825,0.0007558971480803734,-0.0002664402195512889,-0.0005963643691524163,-0.00015443434670865726,0.0006083368233326928,0.0025650004052009696,0.0005147258079601244,-0.0029282800323915397,-0.0027995264378285803,0.012144491679206967,0.0023705026388181655,-0.001917554002848855,0.0017866524499555016
S111,0.0008541583726721154,0.0010879076440458958,-0.00029382277394770693,-0.0004872003540125462,-0.000913560564769758,-0.0004001943228814604,-5.6404782938532174e-05,-1.6104090790011868e-05,8.588635728964023e-05,0.0002931215032140833,-0.000333762243134271,0.009939679505037853,-0.00023165049608401782,-0.00026155977307504687,0.0005525815059254306,-0.00027667456300618635
S112,-0.0002836509447444576,-0.0008450530772669382,-2.8492286920945496e-05,-0.0007253370869329649,0.00029853955207095797,-0.0002448232788799383,0.014311119308449492,0.0003004774469484079,-0.0005526675477882219,-3.062560494868254e-05,0.00102735677185874,0.0005684446934947698,2.1896904690393273e-06,-7.091667879837528e-05,-0.0010180670121622167,-0.0007283155609848208
S113,0.0004639711544941822,0.0012792627580419042,0.00010153648952233906,-0.0011020463329014065,-0.0012032859648998667,-0.002497043563970281,-0.00025300756886355687,-0.0006750711529243981,0.009664778868177046,-0.00022853679865089623,0.001130576861873477,0.00019092834462975414,-0.00011218493933914264,-0.00022372458270431683,0.001454183407787153,-0.001242845135433992
S114,0.0021322134000166227,0.0004971345590225867,0.00017285999100255251,-0.0009855454055775342,-0.0023967274744515965,-0.0006385171295517182,0.00013968314712523613,0.00104923273922324,0.00024240510964512697,0.0008731499501313188,-0.0011426742447061926,-0.00016499323480413056,-0.001368372552884006,0.0005540480636725462,0.11074285282347612,-0.0005466318669484923
S116,0.0009555267390919296,0.0027069302653466515,0.0006005473973528614,-0.0030387593484239774,-0.0026436420671773907,-0.0026677962542051565,-0.0007994455944041244,-0.00010566953540969766,0.009158034023861018,0.00029982502286851837,0.002196819933555027,0.0011279015339669544,-0.0004147658787545791,-0.0014740899312857265,0.0004749410566864032,-0.0023845088871697465
S117,0.0022673862135906553,-0.0003915189602491957,0.00025920999862616775,0.0008782673107961291,-0.00032579942083004707,0.0020348208402962698,0.0004867612891444582,0.0010854610686629454,-1.5312112783728285e-05,0.001234304091262418,-0.003824219010673701,0.009170521109145903,-0.0008991478952954081,0.001076515980366404,-0.0008262544889669172,0.0014493254800661164
S118,0.0030265874586527324,-0.001055400321844425,0.0006117060356877288,0.0002745804207004087,-0.0004361701971434542,-0.0022450444683861626,0.014978862640931383,-0.00010307712250313871,0.000797498496385292,0.0006266160391752785,-0.0029853005732565644,-0.0008406410582254649,-0.0010513835255944242,0.0024929111214599922,0.0012093940051987233,-5.781975278669981e-05
S119,-0.0025765732005873444,-0.0007911662634176252,-0.0008155960652279175,0.002595492225837878,0.0010006811551612682,8.675911683234171e-05,0.000600761454297716,-0.0010339031030423078,0.0011596442928466773,-0.0014941621212727577,0.0008247682638223722,0.008343081190721177,0.000688967552871103,0.0005577899496042823,0.001862440919966969,0.0013616793300328409
S121,-0.003515036635407814,-0.00048526334553226946,0.0007520190338320555,0.0023480972761950685,-0.0005287056452099096,-0.0024583066331156133,0.0005660687488912846,-0.0014866521812984652,0.0025556448113550198,-0.0023085228218938663,0.002598429211324291,0.0074262648899962235,0.0002962849502077252,0.0009272162266618946,0.002987435411679934,0.0006709963033282057
S122,0.000989223580501069,0.0007740344081629727,0.0005706544573485638,-0.002336838318359245,-0.0013469972702262786,-0.0027943420968080295,-0.0005381605150259175,-0.00012055066142377662,0.009042430109890962,0.00016534119769262372,0.0016031522089203012,0.0008994445307719081,-0.0003876655901361839,-0.000302960633302717,0.00013576850878096796,-0.002135292927908785
S123,0.0020337947481802745,0.0013319776617608263,-0.00011514314399374846,-0.0011101741093670085,-0.0017079996079107428,-0.0007217577515116287,0.01441204311289092,0.00037739729622278785,2.588890545500742e-05,0.0007981418560475833,-0.0010001414052515038,0.0002662994678854075,-0.0007439158784037124,-5.647225187239177e-05,0.00031237842118778613,-0.0006141336099649602
S124,2.0990955943127852e-05,0.0036206394865813266,-7.841611909785663e-05,-0.00126881776524296,-0.0021687573311693176,0.0003618588505293895,-0.0004987600397199337,-4.67498650446878e-05,0.00010414205723917119,0.009143602575316035,0.0009416192624402177,0.0005221660047034955,5.623982693407604e-05,-0.002217854417353274,0.0006687185669935326,-0.0004102988140797642
S125,0.00011813105865357944,-0.0012261875777482656,-0.0002538940794989977,-0.0009350461060327485,0.003102499654334596,-0.0026011509654483528,-0.0005233085731575721,-0.0016717447333658222,0.008239826032561784,-0.0004548845905469226,0.0011168911391764534,0.0014113232888285103,0.0013181537195872599,0.0003347812640608668,0.0007935414058259982,-0.0015254059836545203
S126,0.0026135554408391127,0.0002852510474761762,0.00019101387613468213,-0.003995763030528011,-0.0015927760635928339,-0.0029863382318750693,-0.000802457896324387,0.0006990613503163975,0.007928783879480995,0.0010256961633744006,0.0013873279705269564,0.002067988665876672,-0.0008675328925907564,-0.0002930543027053096,-0.0013778096977748245,-0.0033073522809378463
S127,-0.000742261583114954,-0.000369122458267368,0.0036078906722070026,-0.0005122329162031444,-0.002425701212527009,0.0003002750607144619,-6.763956433941009e-05,0.0015421339967804167,0.010222635526431722,0.00016331326940162135,0.0006627425219786139,-0.0011526956901472308,-0.001325276052520264,0.00022688441796154453,-0.0021517280021554203,0.00014564306504132735
S128,0.0015128138360214253,0.0003119613970475961,0.00012779320717799868,-0.0022557468276288148,-0.001200247500100918,-0.0011529460839514259,-0.0004333725296915664,0.0006877263721763539,0.008427932644629706,0.0007259662774019469,0.0006155102484448435,0.0011338924758075143,-0.0006293797419287931,-0.00031490399392984815,-0.0011100490458378846,-0.0017008189107355597
S129,0.0024889906669597504,-0.0004929104295604257,-0.000164451161512096,-0.0014357162390906228,0.00010420526364847898,-0.0006960180131453914,-0.00018782855637551057,0.0004708041153693946,-0.0009282366141180815,0.009889419893664092,-0.0013273671108164518,0.001007062314571039,-0.00048039708047068174,0.0005585327524930477,-0.0008587680183037974,-0.0010026157758065756
S130,-0.0035718726392352847,-0.0013786729280835723,0.00956869838165702,0.0025262494189623725,-0.00315279157996989,-0.0011793338012087453,0.000491903270171249,0.0007681671516053557,0.004836239893201616,-0.0013987204362217536,0.0004566244021717127,0.004694651894847102,-0.00179595209232131,0.0023103366388588726,-0.0006172965246719346,0.0024409494928215748
S132,-0.0012140366577988377,-0.00020959158352209617,0.00022867650716723012,0.0018012759963466857,0.0005781474101693002,-0.000850266665113808,0.0003965994519212935,-0.0011139077937204055,0.0012704417320723517,0.007862452673846181,-1.9625831779692814e-05,-0.0013048913633777175,0.00041281694968417905,0.0007625273978331793,0.0020410302128679525,0.0009413910423179904
S133,-0.0013580797917161378,-0.0022147798570809245,0.0018452006724189428,0.003201251676623311,-0.006214056454347005,0.0005626215802129605,0.0018860771438514578,0.00297457327643266,0.0038135727595343567,-0.0007343352365338308,-0.0007150661273970388,0.0048641103133409205,-0.003663001109459816,0.0031760719681217355,-0.0005938193062019128,0.002297212161584848
S134,0.00010096016578201136,0.00030347427073077057,-0.00038084320710924996,-0.0029500092129387625,0.0005580162406160195,-0.0012765470265259022,-0.0009652675546193813,-7.51929094641357e-05,-0.0016895480372225403,0.0002247431792423315,0.002691777884574074,0.002349856858987923,0.013902818857441612,-0.0014824365482370644,-0.001368682803313872,-0.002482705260553345
